-0.033162,0.0071834,0.0024832,0.017619,-0.010569,0.01505,-0.0095475,-0.0055203,-0.004465,-0.012684,0.0004529,0.0052983,-0.0081527,-0.0088827,0.0046884,0.0033009,0.0040729,-0.0047226,-0.00057184,0.0097313,8.7694e-05,-0.014436
4.9979
